Identifiant de l'accident;Date et heure;Commune;Année;Mois;Jour;Heure minute;Lumière;Localisation;Intersection;Conditions atmosphériques;Collision;Département;Code commune;Code Insee;Adresse;Latitude;Longitude;Code Postal;Numéro;Coordonnées;PR;Surface;V1;Circulation;Voie réservée;Env1;Voie;Largeur de la chaussée;V2;Largeur terre plein central;Nombre de voies;Catégorie route;PR1;Plan;Profil;Infrastructure;Situation;Année de naissance;Sexe;Action piéton;Gravité;Existence équipement de sécurité;Utilisation équipement de sécurité;Localisation du piéton;Identifiant véhicule;Place;Catégorie d'usager;Piéton seul ou non;Motif trajet;Point de choc;Manœuvre;Sens;Obstacle mobile heurté;Obstacle fixe heurté;Catégorie véhicule;Nombre d'occupants;Gps;date;year_georef;Nom Officiel Commune;Code Officiel Département;Nom Officiel Département;Code Officiel EPCI;Nom Officiel EPCI;Code Officiel Région;Nom Officiel Région;Nom Officiel Commune / Arrondissement Municipal;Code Officiel Commune
201700007575;2017-04-15T03:50:00+02:00;Saint-louis;2017;04;15;03:50;Nuit sans éclairage public;Hors agglomération;4;Normale;Autre collision;68;297;68297;Bretelle A35 - D105;4758962;0754700;68300;35;;124;normale;;A sens unique;;99;35;51;;20;1;Autoroute;200;En courbe à droite;Pente;Bretelle d’échangeur ou de raccordement;Sur accotement;1996,1997,1998;Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;A01;1,2,3;Conducteur,Passager,Passager;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Chocs multiples (tonneaux);Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant;;Glissière métallique;VL seul;;Métropole;;2017;Saint-Louis;68;Haut-Rhin;200066058;CA Saint-Louis;44;Grand Est;Saint-Louis;68297
201700007584;2017-09-07T12:50:00+02:00;Ottmarsheim;2017;09;07;12:50;Plein jour;Hors agglomération;1;Normale;Deux véhicules – par l’arrière;68;253;68253;Autoroute A36 - PK 117+6;4778086;0749271;68490;36;47.781542, 7.489543;117;normale;;A chaussées séparées;;99;36;140;;32;4;Autoroute;600;Partie rectiligne;Plat;;Sur chaussée;1966,1972;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Non déterminable,Non déterminable;;B01,A01;1,1;Conducteur,Conducteur;;Utilisation professionnelle,Utilisation professionnelle;Avant droit,Arrière gauche;Même sens,Arrêté (hors stationnement);PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule;;VU seul 1,Tracteur routier + semi-remorque;;Métropole;;2017;Ottmarsheim;68;Haut-Rhin;200066009;CA Mulhouse Alsace;44;Grand Est;Ottmarsheim;68253
201700007591;2017-01-19T12:40:00+01:00;Argentre;2017;01;19;12:40;Plein jour;Hors agglomération;9;Normale;Sans collision;53;007;53007;autoroute A81 - PK 233+8;4807525;-061102;53210;81;;233;flaques;;A sens unique;;;81;100;A;7;4;Autoroute;800;;Plat;;Sur accotement;1966,1963;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Oui,Oui;;A01;2,1;Passager,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant;;PK ou PR ou numéro d’adresse postale croissant;;Fossé;VL seul;;Métropole;;2017;Argentré;53;Mayenne;245300330;CA de Laval;52;Pays de la Loire;Argentré;53007
201700007593;2017-02-23T12:35:00+01:00;Evron;2017;02;23;12:35;Plein jour;En agglomération;6;Temps couvert;Sans collision;53;097;53097;Intersection D32/D7;4814522;-039177;53600;32;48.156594, -0.408836;12;flaques;;A sens unique;;99;32;525;;8;1;Route Départementale;400;;Plat;Carrefour aménagé;Sur accotement;1961;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Utilisation professionnelle;Côté droit;Tournant A gauche;PK ou PR ou numéro d’adresse postale croissant;;Sortie de chaussée sans obstacle;PL > 3;;Métropole;;2017;Évron;53;Mayenne;200033298;CC des Coëvrons;52;Pays de la Loire;Évron;53097
201700007607;2017-12-21T08:25:00+01:00;Varades;2017;12;21;08:25;Crépuscule ou aube;En agglomération;1;Autre;Autre collision;44;213;44213;Route départementale 723;4740620;-102038;44370;723;47.371809, -0.99447;;normale;;Bidirectionnelle;;;723;25;;0;2;Route Départementale;;;Plat;;;2006,1961;Féminin,Masculin;Traversant,Se déplaçant;Blessé,Indemne;Ceinture;Oui;Sur passage piéton - Sans signalisation lumineuse;A01;1;Piéton,Conducteur;Seul;Domicile – école,Utilisation professionnelle;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant;Piéton;;PL seul > 7;;Métropole;2017-07-01;2017;Loireauxence;44;Loire-Atlantique;244400552;CC du Pays d'Ancenis;52;Pays de la Loire;Loireauxence;44213
201700007617;2017-03-04T07:30:00+01:00;Saint-porquier;2017;03;04;07:30;Plein jour;Hors agglomération;1;Pluie légère;Autre collision;82;171;82171;A.62;4401198;0120773;82700;62;44.004311, 1.176898;178;mouillée;;A chaussées séparées;;99;62;40;;30;4;Autoroute;980;En courbe à droite;Plat;;Sur accotement;1989,1986;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Oui,Oui;;A01;2,1;Passager,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant gauche;Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant;;Glissière métallique;VL seul;;Métropole;;2017;Saint-Porquier;82;Tarn-et-Garonne;200066322;CC Terres des Confluences;76;Occitanie;Saint-Porquier;82171
201700007632;2017-03-10T02:15:00+01:00;Mougins;2017;03;10;02:15;Nuit avec éclairage public allumé;En agglomération;3;Normale;Autre collision;06;085;06085;avenue des alliés;4358371;0700939;06250;;43.606992, 7.007409;1;inondée;;A sens unique;;;6285;10;;0;1;Route Départementale;917;;Pente;;;1971;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Promenade – loisirs;Avant;Même sens;;;Véhicule en stationnement;VL seul;;Métropole;;2017;Mougins;06;Alpes-Maritimes;200039915;CA Cannes Pays de Lérins;93;Provence-Alpes-Côte d'Azur;Mougins;06085
201700007642;2017-05-31T03:20:00+02:00;Mougins;2017;05;31;03:20;Nuit avec éclairage public allumé;En agglomération;1;Normale;Trois véhicules et plus - collisions multiples;06;085;06085;Chemin du carimaï;4357622;0699082;06250;;43.574502, 6.985452;;normale;;Bidirectionnelle;;99;809;0;;0;2;Route Départementale;;En courbe à gauche;Plat;;Sur chaussée;1988,1978,1990;Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Blessé;Ceinture,Casque,Casque;Oui,Oui,Oui;;A01,C01,B01;1,1,1;Conducteur,Conducteur,Conducteur;;Utilisation professionnelle,Promenade – loisirs;Avant,Avant gauche,Avant;Déporté A gauche,Même sens;;Véhicule,Véhicule;;Motocyclette > 125 cm3,Autre véhicule,Motocyclette > 125 cm3;;Métropole;;2017;Mougins;06;Alpes-Maritimes;200039915;CA Cannes Pays de Lérins;93;Provence-Alpes-Côte d'Azur;Mougins;06085
201700007711;2017-04-13T11:00:00+02:00;Ambronay;2017;04;13;11:00;Plein jour;Hors agglomération;1;Normale;Sans collision;01;007;01007;autoroute A42 - sens Gen;4603646;0531967;01500;42;;;normale;;A chaussées séparées;;99;42;102;A;32;4;Autoroute;;Partie rectiligne;Plat;;Sur accotement;1976;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Utilisation professionnelle;Côté droit;;PK ou PR ou numéro d’adresse postale décroissant;;Fossé;Tracteur routier + semi-remorque;;Métropole;2017-11-01;2017;Ambronay;01;Ain;240100883;CC de la Plaine de l'Ain;84;Auvergne-Rhône-Alpes;Ambronay;01007
201700007749;2017-04-03T04:50:00+02:00;Biot;2017;04;03;04:50;Nuit avec éclairage public allumé;En agglomération;6;Temps couvert;Autre collision;06;018;06018;route des dolines;4362456;0705716;06410;;43.623826, 7.057207;0;inondée;;Bidirectionnelle;;;98;25;;0;2;Route Départementale;25;;Plat;;;1967;Féminin;Se déplaçant;Blessé;Ceinture;Non déterminable;;A01;1;Conducteur;;Domicile – travail;Avant;Tournant A droite;;;Bâtiment;VU seul 1;;Métropole;;2017;Biot;06;Alpes-Maritimes;240600585;CA de Sophia Antipolis;93;Provence-Alpes-Côte d'Azur;Biot;06018
201700007774;2017-11-07T08:20:00+01:00;Valbonne;2017;11;07;08:20;Plein jour;Hors agglomération;1;Temps couvert;Autre collision;06;152;06152;Avenue Maurice Donat;4361448;0703473;06560;;;;mouillée;;A chaussées séparées;;99;98;50;;0;4;Route Départementale;;En courbe à gauche;Pente;;Sur accotement;1990;Féminin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Domicile – travail;Avant gauche;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;;Fossé;VL seul;;Métropole;;2017;Valbonne;06;Alpes-Maritimes;240600585;CA de Sophia Antipolis;93;Provence-Alpes-Côte d'Azur;Valbonne;06152
201700007793;2017-05-19T15:30:00+02:00;Viriat;2017;05;19;15:30;Plein jour;Hors agglomération;1;Temps couvert;Deux véhicules – par l’arrière;01;451;01451;A40 - PK 166+800 - sens;4623460;0527976;01440;40;;166;normale;;A sens unique;;99;40;0;;0;1;Autoroute;800;Partie rectiligne;Plat;;Sur chaussée;1982,1995;Masculin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Utilisation professionnelle;Arrière,Avant;Même sens;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule;;VL seul,VL seul;;Métropole;;2017;Viriat;01;Ain;200071751;CA du Bassin de Bourg-en-Bresse;84;Auvergne-Rhône-Alpes;Viriat;01451
201700007813;2017-03-21T08:20:00+01:00;Feucherolles;2017;03;21;08:20;Plein jour;En agglomération;1;Normale;Deux véhicules – par le coté;78;233;78233;PK 20+950 RD 307;4887907;0198483;78810;20;48.874933, 1.968465;20;normale;;Bidirectionnelle;;99;307;0;;0;2;Route Départementale;950;Partie rectiligne;Plat;;Sur chaussée;1991,1984;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Non déterminable;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail,Domicile – travail;Côté gauche,Avant;En faisant demi-tour sur la chaussée,Dépassant A gauche;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule;;VL seul,Motocyclette > 125 cm3;;Métropole;;2017;Feucherolles;78;Yvelines;200034130;CC Gally Mauldre;11;Île-de-France;Feucherolles;78233
201700007821;2017-01-15T10:33:00+01:00;Velaux;2017;01;15;10:33;Plein jour;Hors agglomération;1;Normale;Autre collision;13;112;13112;1155 Avenue Jean*Pallet;4352615;0524292;13880;1155;43.526384, 5.243318;1;normale;;Bidirectionnelle;;99;55;50;G;0;2;Route Départementale;60;En courbe à gauche;Plat;;Sur accotement;1958;Féminin;Se déplaçant;Blessé;Ceinture;Non déterminable;;A01;1;Conducteur;;Promenade – loisirs;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;;Fossé;VL seul;;Métropole;;2017;Velaux;13;Bouches-du-Rhône;200054807;Métropole d'Aix-Marseille-Provence;93;Provence-Alpes-Côte d'Azur;Velaux;13112
201700007844;2017-07-18T17:20:00+02:00;Vezin-le-coquet;2017;07;18;17:20;Plein jour;Hors agglomération;3;Normale;Deux véhicules – par le coté;35;353;35353;rue de Pont-Lagot;4812202;-173501;35132;;48.122644, -1.727093;;normale;;Bidirectionnelle;;99;;;;;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1985,1979;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Domicile – travail;Arrière gauche,Avant;Tournant A gauche,Manœuvre d’évitement;;Véhicule;;VL seul,Motocyclette > 125 cm3;;Métropole;;2017;Vezin-le-Coquet;35;Ille-et-Vilaine;243500139;Rennes Métropole;53;Bretagne;Vezin-le-Coquet;35353
201700007852;2017-04-01T11:05:00+02:00;Veauchette;2017;04;01;11:05;Plein jour;Hors agglomération;9;Normale;Trois véhicules et plus – en chaîne;42;324;42324;A 72;4556063;0424185;42340;72;45.561781, 4.265289;117;normale;;A sens unique;;;72;27;A;0;5;Autoroute;500;;Plat;;;1951,1949,1956,1989,1989;Féminin,Masculin,Féminin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Indemne,Indemne,Indemne;Ceinture,Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Oui,Oui;;C01,B01,A01;2,1,1,1,2;Passager,Conducteur,Conducteur,Conducteur,Passager;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Arrière,Arrière,Avant;Même sens,Même sens,Même sens;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule;;VL seul,VL seul,VL seul;;Métropole;;2017;Veauchette;42;Loire;200065886;CA Loire Forez;84;Auvergne-Rhône-Alpes;Veauchette;42324
201700007926;2017-11-15T20:00:00+01:00;Salon-de-provence;2017;11;15;20:00;Nuit sans éclairage public;Hors agglomération;1;Normale;Trois véhicules et plus - collisions multiples;13;103;13103;D113;4364017;0504691;13300;113;43.640227, 5.096576;;normale;;Avec voies d’affectation variable;;99;113;105;R;0;3;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1968,1993,1974;Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Indemne;Casque,Ceinture,Ceinture;Oui,Non déterminable,Non déterminable;;A01,B01,C01;1,1,1;Conducteur,Conducteur,Conducteur;;;Avant gauche,Côté gauche,Avant gauche;Dépassant A gauche,Manœuvre d’évitement,Sans changement de direction;;Véhicule,Véhicule,Véhicule;;Motocyclette > 125 cm3,VL seul,VL seul;;Métropole;;2017;Salon-de-Provence;13;Bouches-du-Rhône;200054807;Métropole d'Aix-Marseille-Provence;93;Provence-Alpes-Côte d'Azur;Salon-de-Provence;13103
201700007927;2017-11-19T20:00:00+01:00;Grans;2017;11;19;20:00;Nuit sans éclairage public;Hors agglomération;1;Normale;Deux véhicules - frontale;13;044;13044;D69;4361855;0503510;13450;69;43.608486, 5.061971;;normale;;A sens unique;;99;69;37;;0;1;Route Départementale;;Partie rectiligne;Pente;;Sur chaussée;1963,1987;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Blessé;Ceinture,Ceinture;Non déterminable,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant gauche,Avant gauche;Sans changement de direction,A contresens;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole;;2017;Grans;13;Bouches-du-Rhône;200054807;Métropole d'Aix-Marseille-Provence;93;Provence-Alpes-Côte d'Azur;Grans;13044
201700007953;2017-07-31T16:40:00+02:00;Onesse-laharie;2017;07;31;16:40;Plein jour;Hors agglomération;1;Normale;Deux véhicules – par le coté;40;210;40210;Autoroute A63 PR 91+200;4407430;-100536;40110;63;44.053084, -1.003793;91;normale;;A chaussées séparées;;99;63;105;;6;3;Autoroute;200;Partie rectiligne;Plat;;Sur accotement;1949,1980,1978,1958,2007,1960,2013;Féminin,Féminin,Masculin,Féminin,Féminin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Blessé,Blessé,Indemne,Indemne,Indemne;Ceinture,Ceinture,Ceinture,Ceinture,Dispositif enfants,Ceinture,Dispositif enfants;Oui,Oui,Oui,Oui,Oui,Oui,Oui;;B01,A01;1,2,1,2,7,9,9;Conducteur,Passager,Conducteur,Passager,Passager,Passager,Passager;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Avant gauche,Arrière droit;Sans changement de direction,Dépassant A gauche;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;Glissière métallique,Glissière métallique;VL seul,VL seul;;Métropole;;2017;Onesse-Laharie;40;Landes;244000691;CC du Pays Morcenais;75;Nouvelle-Aquitaine;Onesse-Laharie;40210
201700007965;2017-12-02T07:40:00+01:00;Troyes;2017;12;02;07:40;Crépuscule ou aube;En agglomération;9;Autre;Autre collision;10;387;10387;PREMIER MAI (RUE DU);4830530;0409230;10000;;48.304689, 4.08951;;verglacée;;A chaussées séparées;Voie réservée;00;0;0;;0;5;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1967,1989;Féminin,Masculin;Traversant,Se déplaçant;Tué,Indemne;Ceinture;Non déterminable;Sur passage piéton - Avec signalisation lumineuse;A01;1;Piéton,Conducteur;Seul;Domicile – travail;Avant;Même sens;;Piéton;;VU seul 1;;Métropole;;2017;Troyes;10;Aube;200069250;CA Troyes Champagne Métropole;44;Grand Est;Troyes;10387
201700008006;2017-07-18T18:40:00+02:00;Sainte-savine;2017;07;18;18:40;Plein jour;En agglomération;1;Normale;Autre collision;10;362;10362;139, GENERAL GALLIENI (R;4829286;0404627;10300;139;48.292757, 4.046231;;normale;;Bidirectionnelle;;00;;70;;;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1971,1986;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Non,Non déterminable;;B01,A01;1,1;Conducteur,Conducteur;;;Avant,Avant gauche;Sans changement de direction,Ouverture de porte;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Autre;Véhicule en stationnement;Bicyclette,VL seul;;Métropole;;2017;Sainte-Savine;10;Aube;200069250;CA Troyes Champagne Métropole;44;Grand Est;Sainte-Savine;10362
201700008034;2017-11-06T16:36:00+01:00;Troyes;2017;11;06;16:36;Plein jour;En agglomération;5;Normale;Deux véhicules – par l’arrière;10;387;10387;GEORGES POMPIDOU (RUE);4828798;0408157;10000;;48.287521, 4.080153;;normale;;A chaussées séparées;;99;0;0;;0;1;Voie Communale;;En courbe à droite;Plat;;Sur chaussée;1985,1978;Féminin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Domicile – travail;Arrière,Avant;Sans changement de direction,Même sens;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule;;VL seul,VL seul;;Métropole;;2017;Troyes;10;Aube;200069250;CA Troyes Champagne Métropole;44;Grand Est;Troyes;10387
201700008042;2017-09-16T20:00:00+02:00;Duppigheim;2017;09;16;20:00;Nuit sans éclairage public;Hors agglomération;1;Pluie forte;Deux véhicules - frontale;67;108;67108;RD392;4852661;0759799;67120;392;48.528316, 7.592493;;mouillée;;Bidirectionnelle;;99;392;0;;0;2;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1989,1964;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Courses – achats;Avant gauche,Avant gauche;Sans changement de direction,Sans changement de direction;;;;VL seul,VL seul;;Métropole;;2017;Duppigheim;67;Bas-Rhin;246701064;CC de la Région de Molsheim-Mutzig;44;Grand Est;Duppigheim;67108
201700008089;2017-01-18T11:50:00+01:00;Vern-sur-seiche;2017;01;18;11:50;Plein jour;En agglomération;6;Normale;Autre collision;35;352;35352;rue de chateaubriant;4804382;-160163;35770;;48.042542, -1.601943;;normale;;Bidirectionnelle;;99;0;515;;7;2;Voie Communale;;;Plat;Carrefour aménagé;Sur chaussée;1941,1978;Masculin,Masculin;Traversant,Se déplaçant;Blessé,Indemne;Autre,Ceinture;Non,Oui;Sur passage piéton - Sans signalisation lumineuse;A01;1;Piéton,Conducteur;Seul;Courses – achats,Domicile – travail;Avant;Sans changement de direction;;Piéton;;VL seul;;Métropole;;2017;Vern-sur-Seiche;35;Ille-et-Vilaine;243500139;Rennes Métropole;53;Bretagne;Vern-sur-Seiche;35352
201700008135;2017-04-20T18:05:00+02:00;Carcassonne;2017;04;20;18:05;Plein jour;Hors agglomération;1;Normale;Deux véhicules – par l’arrière;11;069;11069;GARIGLIANO -PONT DU-;4320439;0233333;11000;;43.211207, 2.356504;5;normale;;Bidirectionnelle;;99;6161;60;;0;2;Route Départementale;600;Partie rectiligne;Plat;;Sur chaussée;1966,1938;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Arrière,Avant;Même sens,Même sens;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule;;Motocyclette > 125 cm3,VL seul;;Métropole;;2017;Carcassonne;11;Aude;200035715;CA Carcassonne;76;Occitanie;Carcassonne;11069
201700008161;2017-07-06T20:05:00+02:00;Carcassonne;2017;07;06;20:05;Plein jour;En agglomération;3;Normale;Deux véhicules – par le coté;11;069;11069;51, IENA -ALLEE D'- Nø I;4321412;0234510;11000;51;43.214041, 2.34501;;normale;;Bidirectionnelle;;99;;67;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1997,1992;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Non déterminable;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant droit,Avant;Sans changement de direction,En s’insérant;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule;;Scooter < 50 cm3,VL seul;;Métropole;;2017;Carcassonne;11;Aude;200035715;CA Carcassonne;76;Occitanie;Carcassonne;11069
201700008167;2017-07-15T03:10:00+02:00;Carcassonne;2017;07;15;03:10;Nuit sans éclairage public;Hors agglomération;1;Normale;Sans collision;11;069;11069;RD 104;4319885;0235068;11000;104;;;normale;;Bidirectionnelle;;00;;0;;0;0;Voie Communale;;Partie rectiligne;Bas de côte;;Sur chaussée;1997;Féminin;Se déplaçant;Blessé;Casque;Oui;;A01;1;Conducteur;;;Avant droit;Sans changement de direction;;;;Cyclomoteur <50cm3;;Métropole;;2017;Carcassonne;11;Aude;200035715;CA Carcassonne;76;Occitanie;Carcassonne;11069
201700008193;2017-10-05T10:20:00+02:00;Carcassonne;2017;10;05;10:20;Plein jour;Hors agglomération;6;Normale;Deux véhicules – par le coté;11;069;11069;BERNARD CLAUDE;4322861;0235307;11000;;43.228346, 2.350234;;normale;;A sens unique;;99;;40;;0;1;Voie Communale;;En courbe à gauche;Plat;;Sur chaussée;1995,1945;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Domicile – travail,Promenade – loisirs;Côté droit,Avant gauche;Sans changement de direction,En s’insérant;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,VL seul;;Métropole;;2017;Carcassonne;11;Aude;200035715;CA Carcassonne;76;Occitanie;Carcassonne;11069
201700008225;2017-12-05T13:09:00+01:00;Carcassonne;2017;12;05;13:09;Plein jour;Hors agglomération;1;Normale;Sans collision;11;069;11069;MINERVOISE -ROUTE-;4322820;0237430;11000;;43.2207, 2.356815;34;normale;;Bidirectionnelle;;99;118;80;;0;2;Route Départementale;0;En courbe à gauche;Plat;;Sur chaussée;1936;Féminin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Promenade – loisirs;Chocs multiples (tonneaux);Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;;Arbre;VL seul;;Métropole;;2017;Carcassonne;11;Aude;200035715;CA Carcassonne;76;Occitanie;Carcassonne;11069
201700008246;2017-04-30T02:05:00+02:00;Beaupuy;2017;04;30;02:05;Nuit sans éclairage public;Hors agglomération;1;Normale;Deux véhicules – par l’arrière;31;053;31053;A68 pk 006.900;4365995;0154845;31850;68;;6;normale;;A chaussées séparées;;99;68;0;;0;4;Autoroute;900;Partie rectiligne;Pente;;Sur chaussée;1969,2006,1998,1971,1989;Masculin,Masculin,Féminin,Féminin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Indemne,Indemne,Blessé,Blessé;Ceinture,Ceinture,Ceinture,Ceinture,Ceinture;Non déterminable,Non déterminable,Non déterminable,Non déterminable,Non déterminable;;B01,A01;2,9,7,1,1;Passager,Passager,Passager,Conducteur,Conducteur;;Autre,Autre,Autre,Autre,Autre;Arrière,Avant;Même sens,Même sens;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;Glissière métallique;VL seul,VL seul;;Métropole;;2017;Beaupuy;31;Haute-Garonne;243100518;Toulouse Métropole;76;Occitanie;Beaupuy;31053
201700008268;2017-01-11T22:25:00+01:00;Narbonne;2017;01;11;22:25;Nuit avec éclairage public allumé;En agglomération;3;Normale;Deux véhicules – par le coté;11;262;11262;1848 (BOULEVARD);4319165;0301493;11100;1848;43.192, 3.013642;;normale;;A chaussées séparées;;99;;0;;0;4;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1983,1970;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Non déterminable;;B01,A01;1,1;Conducteur,Conducteur;;Utilisation professionnelle;Avant gauche,Avant droit;Sans changement de direction,Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule;Véhicule en stationnement;Cyclomoteur <50cm3,VU seul 1;;Métropole;;2017;Narbonne;11;Aude;241100593;CA Le Grand Narbonne;76;Occitanie;Narbonne;11262
201700008279;2017-03-03T13:45:00+01:00;Narbonne;2017;03;03;13:45;Plein jour;En agglomération;2;Normale;Deux véhicules – par le coté;11;262;11262;CANAL (RUE DU);4319014;0299646;11100;;43.190351, 2.996108;;normale;;Bidirectionnelle;;99;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1995,1981;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Non déterminable;;A01,B01;1,1;Conducteur,Conducteur;;;Avant droit,Avant;Sans changement de direction,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,Scooter < 50 cm3;;Métropole;;2017;Narbonne;11;Aude;241100593;CA Le Grand Narbonne;76;Occitanie;Narbonne;11262
